epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,224.0645,1.11779,0.45485,1.33133,0.07022,0.99719,0.98814,0.93054,0.66675,0.3685,1.19625,0.0015649326016383947,0.0015649326016383947,0.0015649326016383947
20,232.8972,0.99826,0.4066,1.30023,0.08209,0.99438,0.97032,0.89412,0.7205,0.4465,1.21725,0.0015520891947127093,0.0015520891947127093,0.0015520891947127093
21,243.3247,1.05837,0.40041,1.30928,0.13669,0.99719,0.98671,0.93118,0.68025,0.294,1.199,0.0015385448526468704,0.0015385448526468704,0.0015385448526468704
22,251.752,1.01022,0.37235,1.3002,0.09103,0.99438,0.98619,0.93507,0.62675,0.30975,1.188,0.0015243129420712688,0.0015243129420712688,0.0015243129420712688
23,260.1095,1.02432,0.38785,1.29763,0.13088,0.99438,0.98705,0.94537,0.6235,0.2655,1.1885,0.0015094075081634037,0.0015094075081634037,0.0015094075081634037
24,268.6568,0.9264,0.34592,1.27851,0.10331,0.99438,0.98808,0.94247,0.6315,0.2635,1.18975,0.0014938432607869865,0.0014938432607869865,0.0014938432607869865
25,277.0105,0.91098,0.33958,1.27432,0.10545,0.99719,0.98837,0.9458,0.5965,0.35975,1.1855,0.0014776355599750842,0.0014776355599750842,0.0014776355599750842
26,286.6344,0.95337,0.37918,1.28285,0.03954,0.99719,0.98368,0.87512,1.00625,0.58625,1.2655,0.0014608004007716183,0.0014608004007716183,0.0014608004007716183
27,294.8712,0.90478,0.31869,1.26549,0.22806,0.99438,0.98864,0.94662,0.59025,0.253,1.18825,0.001443354397446189,0.001443354397446189,0.001443354397446189
28,303.3068,0.88319,0.31529,1.26467,0.1844,0.99719,0.98968,0.94827,0.58475,0.232,1.184,0.0014253147670977974,0.0014253147670977974,0.0014253147670977974
29,311.8473,0.89722,0.31053,1.26654,0.19817,0.99438,0.988,0.94931,0.586,0.2275,1.18375,0.0014066993126636465,0.0014066993126636465,0.0014066993126636465
30,320.1074,0.79664,0.28087,1.24382,0.27797,0.99438,0.98693,0.94635,0.57275,0.227,1.1835,0.0013875264053497913,0.0013875264053497913,0.0013875264053497913
31,330.5208,0.79579,0.27498,1.24655,0.3344,0.99719,0.98708,0.94475,0.58625,0.22625,1.1845,0.0013678149665009777,0.0013678149665009777,0.0013678149665009777
32,338.4072,0.78169,0.27159,1.24078,0.36289,0.99438,0.98887,0.94888,0.556,0.22,1.1835,0.0013475844489275585,0.0013475844489275585,0.0013475844489275585
33,346.8646,0.76018,0.26348,1.23408,0.24336,0.99438,0.98852,0.9567,0.523,0.215,1.17925,0.0013268548177079187,0.0013268548177079187,0.0013268548177079187
34,354.9269,0.73902,0.25899,1.23115,0.25704,0.99438,0.98912,0.95658,0.54225,0.22275,1.182,0.0013056465304853535,0.0013056465304853535,0.0013056465304853535
35,362.7956,0.78402,0.27235,1.24102,0.39677,0.99438,0.98747,0.9568,0.536,0.204,1.17925,0.0012839805172788438,0.0012839805172788438,0.0012839805172788438
36,370.8694,0.70065,0.24738,1.22219,0.4157,0.99438,0.98815,0.94834,0.557,0.21475,1.179,0.0012618781598276551,0.0012618781598276551,0.0012618781598276551
37,378.7373,0.70906,0.24398,1.22083,0.53557,0.99438,0.98704,0.96037,0.5125,0.1965,1.177,0.0012393612704901418,0.0012393612704901418,0.0012393612704901418
38,386.7388,0.68194,0.24285,1.2218,0.31156,0.99438,0.9901,0.96,0.52675,0.2075,1.17825,0.001216452070717583,0.001216452070717583,0.001216452070717583
39,394.5858,0.71701,0.25749,1.22473,0.72126,0.99438,0.99022,0.96557,0.532,0.205,1.1765,0.0011931731691242934,0.0011931731691242934,0.0011931731691242934
40,402.5414,0.64591,0.23078,1.20844,0.63623,0.99438,0.99198,0.96466,0.51425,0.19825,1.17725,0.0011695475391756487,0.0011695475391756487,0.0011695475391756487
41,413.0367,0.68572,0.23954,1.21463,0.50428,0.99438,0.99135,0.95481,0.552,0.2045,1.18,0.0011455984965160525,0.0011455984965160525,0.0011455984965160525
42,422.3785,0.67777,0.23288,1.21582,0.46013,0.99438,0.99235,0.96757,0.5045,0.19475,1.17525,0.001121349675959206,0.001121349675959206,0.001121349675959206
43,430.3628,0.64709,0.22439,1.20922,0.45754,0.99438,0.98909,0.96072,0.52625,0.19625,1.178,0.0010968250081634036,0.0010968250081634036,0.0010968250081634036
44,438.1803,0.65858,0.22884,1.20932,0.48966,0.99438,0.98981,0.96028,0.52375,0.196,1.17475,0.0010720486960148607,0.0010720486960148607,0.0010720486960148607
45,445.9919,0.62641,0.22279,1.20671,0.40857,0.99719,0.99005,0.95807,0.5025,0.191,1.17425,0.0010470451907423873,0.0010470451907423873,0.0010470451907423873
46,454.1048,0.62182,0.22004,1.20689,0.53044,0.99719,0.99145,0.96591,0.5,0.19375,1.1765,0.0010218391677869782,0.0010218391677869782,0.0010218391677869782
47,462.1438,0.62653,0.21974,1.20403,0.49671,0.99438,0.99183,0.96103,0.51575,0.19525,1.1755,0.0009964555024501297,0.0009964555024501297,0.0009964555024501297
48,470.147,0.56517,0.20833,1.19344,0.60701,0.99438,0.9888,0.96542,0.49375,0.187,1.17275,0.0009709192453449222,0.0009709192453449222,0.0009709192453449222
49,478.3038,0.60441,0.21281,1.19951,0.55631,0.99438,0.98836,0.95944,0.5315,0.19525,1.17675,0.0009452555976740895,0.0009452555976740895,0.0009452555976740895
50,486.3251,0.63988,0.22094,1.20421,0.45088,0.99438,0.9892,0.9664,0.47425,0.1825,1.17075,0.0009194898863594719,0.0009194898863594719,0.0009194898863594719
51,496.8498,0.56338,0.19981,1.19397,0.57293,0.99438,0.98939,0.96426,0.5275,0.20025,1.17525,0.000893647539047406,0.000893647539047406,0.000893647539047406
52,506.6523,0.56493,0.20268,1.19154,0.561,0.99438,0.98991,0.96564,0.47,0.1825,1.17225,0.0008677540590147037,0.0008677540590147037,0.0008677540590147037
53,516.5498,0.5705,0.20431,1.19334,0.58485,0.99438,0.98725,0.96457,0.491,0.18525,1.174,0.0008418350000000001,0.0008418350000000001,0.0008418350000000001
54,526.6907,0.57556,0.20087,1.19741,0.55003,0.99719,0.99242,0.96517,0.48225,0.178,1.1725,0.0008159159409852964,0.0008159159409852964,0.0008159159409852964
55,536.6517,0.53285,0.19548,1.18722,0.67194,0.99438,0.99104,0.96844,0.5005,0.18625,1.17425,0.0007900224609525942,0.0007900224609525942,0.0007900224609525942
56,546.7072,0.52122,0.19055,1.18675,0.66711,0.99438,0.99237,0.97225,0.48475,0.182,1.17175,0.0007641801136405282,0.0007641801136405282,0.0007641801136405282
57,556.879,0.52449,0.19008,1.18703,0.57627,0.99438,0.99097,0.96698,0.47575,0.17625,1.17125,0.000738414402325911,0.000738414402325911,0.000738414402325911
58,566.7149,0.51784,0.18935,1.18626,0.59782,0.99438,0.9915,0.96726,0.4675,0.17325,1.172,0.000712750754655078,0.000712750754655078,0.000712750754655078
59,576.6974,0.50327,0.18706,1.18454,0.71542,0.99438,0.99035,0.96811,0.4695,0.173,1.17025,0.0006872144975498706,0.0006872144975498706,0.0006872144975498706
60,586.6751,0.46227,0.1727,1.17782,0.75582,0.99438,0.99216,0.97286,0.457,0.173,1.1705,0.0006618308322130222,0.0006618308322130222,0.0006618308322130222
61,596.5511,0.47332,0.17825,1.1759,0.4693,0.99438,0.99058,0.96411,0.465,0.17525,1.17075,0.0006366248092576126,0.0006366248092576126,0.0006366248092576126
62,604.4422,0.4563,0.17402,1.17533,0.56998,0.99438,0.98954,0.96968,0.4605,0.1705,1.171,0.0006116213039851395,0.0006116213039851395,0.0006116213039851395
63,612.2175,0.43998,0.16884,1.17472,0.74542,0.99438,0.9926,0.9711,0.45875,0.17,1.17,0.0005868449918365968,0.0005868449918365968,0.0005868449918365968
64,620.0099,0.43547,0.16486,1.17307,0.69503,0.99438,0.9922,0.9692,0.47725,0.171,1.17075,0.0005623203240407941,0.0005623203240407941,0.0005623203240407941
65,627.8759,0.42847,0.16386,1.17434,0.73099,0.99438,0.99265,0.97146,0.4675,0.17475,1.17025,0.000538071503483948,0.000538071503483948,0.000538071503483948
66,635.7646,0.4288,0.16357,1.17329,0.81614,0.99438,0.99194,0.96879,0.475,0.172,1.17075,0.0005141224608243512,0.0005141224608243512,0.0005141224608243512
67,643.5434,0.42265,0.16143,1.17073,0.73332,0.99438,0.99274,0.97047,0.481,0.17075,1.17075,0.0004904968308757069,0.0004904968308757069,0.0004904968308757069
68,651.4382,0.40658,0.155,1.1681,0.75168,0.99438,0.99244,0.97172,0.44925,0.16475,1.16875,0.0004672179292824169,0.0004672179292824169,0.0004672179292824169
69,659.301,0.40746,0.15845,1.16897,0.75993,0.99438,0.99129,0.9724,0.4585,0.167,1.16925,0.000444308729509858,0.000444308729509858,0.000444308729509858
70,667.2049,0.4059,0.16207,1.17213,0.78116,0.99438,0.99105,0.9706,0.4595,0.16575,1.1695,0.00042179184017234486,0.00042179184017234486,0.00042179184017234486
71,678.1106,0.39314,0.15402,1.16911,0.69426,0.99438,0.99243,0.96996,0.45275,0.16875,1.169,0.00039968948272115607,0.00039968948272115607,0.00039968948272115607
72,687.9629,0.38884,0.15065,1.16743,0.67895,0.99157,0.99068,0.96932,0.45425,0.163,1.16925,0.00037802346951464657,0.00037802346951464657,0.00037802346951464657
73,697.9379,0.3882,0.15134,1.16686,0.64287,0.99438,0.99156,0.96832,0.46575,0.16125,1.1695,0.0003568151822920815,0.0003568151822920815,0.0003568151822920815
74,708.0003,0.38838,0.15536,1.16566,0.78524,0.99438,0.99017,0.96923,0.45475,0.16325,1.16925,0.0003360855510724416,0.0003360855510724416,0.0003360855510724416
75,717.9643,0.37268,0.15033,1.16547,0.76451,0.99157,0.98838,0.96895,0.45125,0.16375,1.1685,0.0003158550334990225,0.0003158550334990225,0.0003158550334990225
