epoch,train/box_loss,train/cls_loss,train/dfl_loss,train/spatial_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/spatial_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),lr/pg0
18,0.35645002,0.22549999,1.1529999,0.0,0.49774998,0.2615,1.17075,0.0,0.9962969366426553,0.9970760233918128,0.9944444444444445,0.9696000128137501,0.0003
19,0.34325,0.22070003,1.1503999,0.0,0.4995,0.25325,1.1705,0.0,0.996635379425783,0.9970760233918128,0.994561403508772,0.9708543051513882,0.0003
20,0.3421,0.2134,1.1514499,0.0,0.49025002,0.2525,1.1695,0.0,0.999675945937447,0.9970760233918128,0.995,0.9710029356693383,0.0003
21,0.3347,0.2105,1.1495,0.0,0.46600002,0.23225,1.1672499,0.0,0.9996425381867224,0.9970760233918128,0.995,0.9773916146158369,0.0003
22,0.3238,0.20479998,1.1510001,0.0,0.5015,0.23725,1.16975,0.0,0.9966327889191029,0.9970760233918128,0.9932748538011695,0.9669936912951481,0.0003
23,0.32344997,0.19965,1.1498,0.0,0.47625,0.22825,1.16775,0.0,0.9996754371515711,0.9970760233918128,0.995,0.973209390927787,0.0003
24,0.31839997,0.19375,1.1501501,0.0,0.48025,0.22575,1.1682501,0.0,0.9966890881203089,0.9970760233918128,0.995,0.9736346953115589,0.0003
25,0.3199,0.19360001,1.14995,0.0,0.47275,0.22600001,1.168,0.0,0.9967330961045653,0.9970760233918128,0.993859649122807,0.9721824263090115,0.0003
26,0.29495,0.1823,1.1474501,0.0,0.474,0.219,1.1672499,0.0,0.9967754141723161,0.9970760233918128,0.9946491228070176,0.9720452223894309,0.0003
27,0.29334998,0.18085003,1.1480999,0.0,0.479,0.21675,1.1702499,0.0,0.9996245668010124,0.9970760233918128,0.995,0.9710072782444765,0.0003
28,0.29464996,0.17745,1.14795,0.0,0.47325,0.2135,1.168,0.0,0.9996710038724984,0.9970760233918128,0.995,0.9720932193611247,0.0003
29,0.28969997,0.17355,1.1466,0.0,0.45900002,0.20675,1.1682501,0.0,0.9965683016872189,0.9970760233918128,0.9948830409356725,0.9737490418842351,0.0003
30,0.29520002,0.17265001,1.1468,0.0,0.46150002,0.20949998,1.1675,0.0,0.9968732912576115,0.9970760233918128,0.995,0.9716411811580027,0.0003
31,0.27875,0.16695002,1.1466998,0.0,0.48075,0.20475,1.16875,0.0,0.9996475909309591,0.9970760233918128,0.995,0.9699608555349458,0.0003
32,0.28954998,0.1673,1.14735,0.0,0.46725,0.20574999,1.16775,0.0,0.99939025342602,0.9970760233918128,0.995,0.9734469850691465,0.0003
33,0.27659997,0.1618,1.14565,0.0,0.46150002,0.19725001,1.16825,0.0,0.9995894879152035,0.9970760233918128,0.995,0.9706319807871016,0.0003
34,0.2625,0.15525,1.1454499,0.0,0.46325004,0.1925,1.1669999,0.0,0.9996687856358784,0.9970760233918128,0.995,0.9754886643413153,0.0003
35,0.25520003,0.15205002,1.1446002,0.0,0.467,0.19775,1.1669999,0.0,0.9996768445744786,0.9970760233918128,0.995,0.9743092188482715,0.0003
36,0.27099997,0.15440002,1.1454,0.0,0.46800002,0.19775,1.166,0.0,0.9996519017657288,0.9970760233918128,0.995,0.9705974981770332,0.0003
37,0.2573,0.15065,1.1444,0.0,0.45175,0.1925,1.167,0.0,0.9996326839722798,0.9970760233918128,0.995,0.9739413923022852,0.0003
38,0.26175,0.1518,1.1443499,0.0,0.451,0.19,1.1654999,0.0,0.9995437734588495,0.9970760233918128,0.995,0.9779082407140821,0.0003
39,0.25549993,0.1467,1.1439,0.0,0.46225002,0.18900001,1.1669999,0.0,0.9996444361672683,0.9970760233918128,0.995,0.9750309120247905,0.0003
