epoch,train/box_loss,train/cls_loss,train/dfl_loss,train/spatial_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/spatial_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),lr/pg0
13,0.90844995,0.52015,1.2727998,0.00755,0.5115,0.29749998,1.1752499,0.0,0.9995439261347532,0.9970760233918128,0.995,0.9665983101034529,0.0003
14,0.9483,0.5349,1.28865,0.0074,0.53025,0.30275,1.1782501,0.0,0.997951930792723,0.9970760233918128,0.995,0.9640822261142127,0.0003
15,0.9406999,0.52385,1.2787502,0.007999999,0.5425,0.27275002,1.17625,0.0,0.9996354411894601,0.9970760233918128,0.995,0.9657232506893996,0.0003
16,0.8525001,0.47244996,1.26235,0.00765,0.51675,0.25524998,1.1755,0.0,0.9994827066486396,0.9970760233918128,0.995,0.9672337269903499,0.0003
17,0.78775007,0.43214998,1.2460499,0.009550001,0.51775,0.256,1.1735,0.0,0.9994850118483789,0.9970760233918128,0.995,0.9695492196492566,0.0003
18,0.87985003,0.47725004,1.2664502,0.0033500001,0.52425,0.27675,1.177,0.0,0.999427234346922,0.9970760233918128,0.995,0.9683912178573817,0.0003
19,0.88195,0.46545,1.2599499,0.0072999997,0.60274994,0.27099997,1.1815,0.0,0.9993918790230982,0.9970760233918128,0.995,0.9497751777394663,0.0003
20,0.81574994,0.41389996,1.25265,0.00295,0.52375,0.24875,1.17425,0.0,0.9995391261014532,0.9970760233918128,0.995,0.9668964643155578,0.0003
21,0.8043001,0.42454997,1.24835,0.0061000003,0.523,0.24574998,1.1765001,0.0,0.999470497092921,0.9970760233918128,0.995,0.9656254464295146,0.0003
22,0.7910501,0.40750003,1.2479501,0.00815,0.52,0.24925,1.1754999,0.0,0.9995669111641743,0.9970760233918128,0.995,0.9648085735734495,0.0003
23,0.81965,0.43135,1.2473,0.00405,0.49475,0.23924999,1.172,0.0,0.9995176909160264,0.9970760233918128,0.995,0.9689047973181613,0.0003
24,0.7235,0.37164998,1.2271,0.0014500001,0.50175,0.236,1.1725,0.0,0.9995593532779876,0.9970760233918128,0.995,0.9672107294698156,0.0003
25,0.7909499,0.39020002,1.2482002,0.00295,0.49324998,0.24,1.1730001,0.0,0.9993028027610665,0.9970760233918128,0.995,0.9709192835851015,0.0003
26,0.752,0.37155,1.2362498,0.00015,0.4725,0.223,1.16975,0.0,0.9994999420831705,0.9970760233918128,0.995,0.9722467612468597,0.0003
27,0.77220005,0.37595,1.2402999,0.0019999999,0.4895,0.22325,1.16975,0.0,0.999657183333474,0.9970760233918128,0.995,0.968536756699077,0.0003
28,0.73255,0.35235003,1.2311499,0.00215,0.52575004,0.229,1.1737499,0.0,0.999501231880888,0.9970760233918128,0.995,0.971247074176323,0.0003
29,0.73415,0.35369998,1.2295501,0.0014,0.4785,0.22625,1.17075,0.0,0.9994400762075142,0.9970760233918128,0.995,0.9738266465954817,0.0003
30,0.73284996,0.35155004,1.2258999,0.00175,0.4705,0.22025,1.1705,0.0,0.9995882660554086,0.9970760233918128,0.995,0.9689462668811164,0.0003
31,0.70710003,0.33880004,1.22505,0.0036,0.48825002,0.21825,1.1704999,0.0,0.9995413135589046,0.9970760233918128,0.995,0.9739871391767488,0.0003
32,0.77015007,0.34725004,1.2319,0.0039999997,0.47324997,0.2135,1.17075,0.0,0.9995283392624678,0.9970760233918128,0.995,0.9759013529870579,0.0003
33,0.75280005,0.33805,1.2296501,0.00075,0.51575,0.21900001,1.17525,0.0,0.9989597790577395,0.9969686929567689,0.995,0.9659451721432696,0.0003
34,0.66165,0.30329996,1.2135001,0.0011,0.49275002,0.212,1.17225,0.0,0.9993542810544498,0.9970760233918128,0.995,0.9711784023564842,0.0003
35,0.70685,0.32125002,1.22325,0.0021499998,0.46,0.20375,1.16875,0.0,0.9994342073843256,0.9970760233918128,0.995,0.9762291999057024,0.0003
36,0.67565,0.29745,1.2187501,0.0032499998,0.46325,0.19875,1.1687499,0.0,0.9994471771164719,0.9970760233918128,0.995,0.9745001644068422,0.0003
37,0.71535003,0.3057,1.2227,0.0021,0.472,0.20725001,1.17,0.0,0.9994942992342828,0.9970760233918128,0.995,0.9730682716950309,0.0003
38,0.68780005,0.29795,1.2165002,0.0009,0.4805,0.20099999,1.16925,0.0,0.9993997658991498,0.9970760233918128,0.995,0.9739455609195801,0.0003
39,0.65854996,0.28175002,1.21335,0.0031,0.517,0.20525,1.1745,0.0,0.9993803052244751,0.9970760233918128,0.995,0.9655979472348692,0.0003
