epoch,train/box_loss,train/cls_loss,train/dfl_loss,val/box_loss,val/cls_loss,val/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),lr/pg0
38,0.7392381,0.28666666,1.2317141,0.50475,0.20300001,1.17575,0.9913183900679605,0.9929372153746074,0.9894886363636363,0.9599423465661825,0.0011931731691242934
39,0.7192381,0.28776184,1.2310001,0.5425,0.211,1.17875,0.9922787708091498,0.9943338683788122,0.9899431818181817,0.9538190090192389,0.0011695475391756487
40,0.75371426,0.2942381,1.2391427,0.53400004,0.206,1.179,0.9940505667104297,0.9913194348920944,0.9912219101123594,0.958412031513477,0.0011455984965160525
41,0.7069524,0.27947623,1.2271905,0.52750003,0.20125,1.17775,0.990779004456817,0.9970160825536182,0.9896611756490827,0.9613523437354955,0.001121349675959206
42,0.6750952,0.2664762,1.217619,0.53125,0.21000001,1.1775,0.9943447624758728,0.9964817547029868,0.9898587570621469,0.9620420589808942,0.0010968250081634036
43,0.6614761,0.25247616,1.2184285,0.5935,0.24049999,1.192,0.9883449804183485,0.9795755341654268,0.9905152155230522,0.946812018287455,0.0010720486960148607
44,0.6876667,0.27233332,1.2235237,0.51225,0.19575,1.177,0.9943121352585214,0.9908798664048328,0.9931232220160793,0.9686322438752304,0.0010470451907423873
45,0.6553809,0.25861907,1.2153808,0.51075,0.19575,1.1775,0.9934634311065447,0.9858587479935794,0.9894250368459836,0.9618420162876008,0.0010218391677869782
46,0.6599048,0.2505238,1.2148571,0.5525,0.19350001,1.18075,0.9903352159154653,0.9915248796147673,0.9899188815529596,0.9592065009629158,0.0009964555024501297
47,0.60004765,0.22538094,1.2025714,0.503,0.18775,1.17625,0.9916408051116561,0.9883523461993706,0.9910785037361035,0.9662737086649098,0.0009709192453449222
48,0.60019046,0.2272857,1.2026668,0.49449998,0.19525,1.17475,0.9943405686085507,0.9934237283437487,0.9897732872310037,0.9659414622857284,0.0009452555976740895
49,0.59409523,0.22838093,1.2030474,0.52699995,0.2025,1.177,0.994316188978634,0.9910195923230511,0.99125,0.9604463653282638,0.0009194898863594719
50,0.58342856,0.22714284,1.1981905,0.51125,0.195,1.176,0.9924282605191865,0.9884935148097602,0.9891644385026737,0.958513645765089,0.000893647539047406
51,0.5697143,0.22247618,1.1960478,0.51575,0.19825,1.17625,0.9909108901938465,0.9858587479935794,0.9907471642589619,0.9607985692071672,0.0008677540590147037
52,0.5542857,0.21161906,1.1941904,0.48325002,0.185,1.17325,0.9937967554311916,0.9943338683788122,0.9911363636363635,0.9648593017755489,0.0008418350000000001
53,0.56509525,0.21819046,1.1972857,0.49799997,0.1855,1.17275,0.9931590025508932,0.9940735271603551,0.9924194103788556,0.9639525784476094,0.0008159159409852964
54,0.5346667,0.2039524,1.1893811,0.48325002,0.18325001,1.17325,0.9903460606312773,0.9915730337078652,0.9916686468716267,0.9621057896488505,0.0007900224609525942
55,0.5354285,0.20533332,1.1917143,0.4735,0.17675,1.17225,0.9940601937595155,0.9935287848550984,0.9914326388608938,0.9630599932851178,0.0007641801136405282
56,0.5301429,0.20414284,1.1887144,0.472,0.177,1.172,0.9918018162506116,0.9912848324924671,0.9913304040776223,0.965494965275713,0.000738414402325911
57,0.5242381,0.20338094,1.1897143,0.49325,0.18,1.17275,0.9941870250430767,0.9938135898194318,0.9920720054601297,0.964384552786588,0.000712750754655078
58,0.49299994,0.19342859,1.1849047,0.47149998,0.17875001,1.1725,0.9943495608377444,0.9939901911651416,0.992346420653651,0.9714710180970212,0.0006872144975498706
59,0.4802381,0.18666667,1.1855714,0.46225,0.171,1.1715,0.9943469331615054,0.9939192364060223,0.9916476163270487,0.9699850178739945,0.0006618308322130222
60,0.49109527,0.18671429,1.1844286,0.462,0.17625,1.172,0.9917664949044954,0.9910755428589226,0.9922249734102075,0.9699416392085134,0.0006366248092576126
61,0.48728576,0.18580954,1.1815714,0.48974997,0.18349999,1.173,0.9943422381922797,0.9935062145276368,0.9911987037026722,0.9631208089334216,0.0006116213039851395
62,0.48338094,0.18971431,1.181762,0.46625,0.17425,1.1715,0.9941630221482698,0.9902451275539765,0.9924842657342658,0.971254986877802,0.0005868449918365968
63,0.45176193,0.17861904,1.1753333,0.46649998,0.17375,1.171,0.9939855478605147,0.9935720758141653,0.9925648433487417,0.9632901653013489,0.0005623203240407941
64,0.44528574,0.17628574,1.1784761,0.46875,0.177,1.171,0.990387009921389,0.992964464533111,0.9930166424408914,0.971021411381094,0.000538071503483948
65,0.42780954,0.16885716,1.1748571,0.46175,0.17375001,1.17125,0.9915325946641902,0.991494621849324,0.9930601777768986,0.9725000209075796,0.0005141224608243512
66,0.4236667,0.17190477,1.1731905,0.4625,0.17175,1.17125,0.9943454263204423,0.9938869894631035,0.9915370020705276,0.9690553856366444,0.0004904968308757069
67,0.3997619,0.15804763,1.1694285,0.46,0.172,1.1715,0.9943181693531205,0.9914335461426371,0.992858757062147,0.9713104299270114,0.0004672179292824169
68,0.4243333,0.16895239,1.1739048,0.462,0.17475,1.1715,0.9940233759522701,0.9860224604288104,0.9926332289770841,0.9722899272935187,0.000444308729509858
69,0.42585713,0.17152381,1.1754763,0.45749998,0.1745,1.171,0.9916184170770042,0.9900974095396584,0.9921272886229454,0.9736558661198919,0.00042179184017234486
70,0.40304762,0.16480953,1.1716192,0.45825,0.17,1.1715,0.9917647250919499,0.9913199002612472,0.9919415316463713,0.9707657304200875,0.00039968948272115607
71,0.3975238,0.15904763,1.1704763,0.45999998,0.1685,1.171,0.9916564585783028,0.991017770186325,0.9930967703390744,0.9710860023820425,0.00037802346951464657
72,0.37361905,0.15409525,1.1664762,0.46249998,0.17175001,1.1704999,0.9876088814963835,0.9931371176052592,0.9920425098885743,0.9728008757977833,0.0003568151822920815
73,0.38276187,0.15657142,1.1670952,0.45725,0.16874999,1.1705,0.9916320220163912,0.9908559956041311,0.9932241932296171,0.9700812056698547,0.0003360855510724416
74,0.35923806,0.15019047,1.1666667,0.45175,0.1645,1.16975,0.990409296903635,0.9929852076914978,0.9925888048517314,0.9726929871689822,0.0003158550334990225
75,0.35804763,0.1492381,1.1676191,0.44825,0.1645,1.1694999,0.9886751686541199,0.9941487387487998,0.9933843168276979,0.974211035786168,0.00029614359465020897
76,0.3505238,0.14838095,1.1655238,0.44799998,0.1675,1.1700001,0.9915136675953048,0.9929594187978792,0.9931081517352705,0.9738937170113526,0.0002769706873363536
77,0.34919047,0.1484762,1.1650475,0.4515,0.16725,1.1695,0.990917075884516,0.9930488389983683,0.9930739424987776,0.9729851632503468,0.0002583552329022026
78,0.33499998,0.14276189,1.1620476,0.43975002,0.163,1.1689999,0.9916970042274831,0.9913280793427917,0.9924533455741593,0.9736456786299217,0.00024031560255381113
79,0.32523808,0.13823809,1.1627619,0.44675,0.16275,1.1692499,0.99162336771303,0.9905639232398162,0.9936903134681976,0.9729298509301735,0.00022286959922838184
80,0.33014283,0.14209524,1.1640477,0.45625,0.16600001,1.1702499,0.9911965188962175,0.9915730337078652,0.9932645291271621,0.9721531909869465,0.00020603444002491593
81,0.31504762,0.13709524,1.1621906,0.44725,0.16275,1.1692499,0.9903244876137525,0.9908514300525942,0.9932278842263692,0.9740679504548293,0.0001898267392130134
82,0.3097143,0.13471429,1.1624285,0.4445,0.16049999,1.1685,0.9939188297937176,0.9860329509219432,0.9919565931579112,0.9734450120844867,0.00017426249183659658
83,0.29885712,0.13495238,1.1606667,0.44075,0.16149999,1.1689999,0.9908006482425114,0.9936802473780691,0.9923640228493987,0.9727765459527614,0.00015935705792873128
84,0.30285716,0.13561907,1.1629523,0.4415,0.1615,1.1687499,0.9904344385667397,0.9940802478255742,0.9921550346517849,0.9741232555311317,0.00014512514735312993
85,0.29352385,0.12990478,1.160286,0.4425,0.162,1.1687499,0.9870171008532049,0.9941217151026335,0.9922858978493987,0.9730887096615227,0.00013158080528729075
86,0.29009524,0.12933333,1.1585238,0.4425,0.1615,1.1687499,0.9874442000417096,0.9915730337078652,0.9925982550486343,0.9725216578181891,0.0001187373983616053
87,0.28447616,0.12709525,1.1585239,0.444,0.16025001,1.1689999,0.9906674713296162,0.9908871694981407,0.9922348974470205,0.9722245267778803,0.00010660760146810551
88,0.2877619,0.12719047,1.1589522,0.44175,0.161,1.1689999,0.9896372497760098,0.9911749761103061,0.9917916866585665,0.9709268625437852,9.520338525187714e-05
89,0.2817143,0.12599999,1.1595713,0.43975002,0.1595,1.1689999,0.986733763316697,0.9931646206250258,0.9925857159991163,0.9739086676670317,8.453600429747789e-05
90,0.28223813,0.124952376,1.1591427,0.4415,0.16025001,1.1689999,0.9868106672870813,0.9929812286592092,0.9927008772894388,0.9736209000696677,7.461598602202109e-05
91,0.28114286,0.12676191,1.1591429,0.44124997,0.16025,1.1692499,0.9887247773388208,0.9915730337078652,0.9928393827584012,0.973656729116299,6.545312028588656e-05
92,0.26957145,0.12104761,1.1580954,0.4405,0.16125001,1.1689999,0.9892045598969685,0.9915730337078652,0.9926604925784691,0.9733695151765607,5.705644973130964e-05
93,0.26619047,0.1232381,1.1569525,0.44474995,0.15924999,1.1695,0.9894183133894316,0.9915730337078652,0.992655366053927,0.9728958324115021,4.943426085838538e-05
94,0.27314284,0.12557143,1.1597143,0.44325,0.16025001,1.1689999,0.9909352675355569,0.9935039716953149,0.9926107582657999,0.973330668924708,4.2594075847293235e-05
95,0.2697619,0.12123808,1.1605238,0.43949997,0.1585,1.1689999,0.9909009545570573,0.9933994842210971,0.9923779612057535,0.9721029512461232,3.654264513481357e-05
96,0.26190478,0.11909522,1.1592381,0.43875,0.1585,1.1687499,0.9898441390995834,0.9913390669381957,0.9924314854569121,0.9726932300479645,3.128594075246157e-05
97,0.25928572,0.11771429,1.1542382,0.441,0.1595,1.1689999,0.9898363460864865,0.9915076470340991,0.9923982844476169,0.972446459382561,2.6829150432813233e-05
98,0.26423812,0.12080952,1.1579047,0.44,0.1595,1.1692499,0.989355570510009,0.9915730337078652,0.992422788340988,0.9725808650102914,2.3176672489838955e-05
99,0.25304762,0.114333324,1.1543334,0.44025,0.15900001,1.1689999,0.9896265924165943,0.9914587899739948,0.9924367459860786,0.972352172517511,2.0332111478299496e-05
