epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,587.3319,0.53816,0.19182,1.18847,0.74604,0.99719,0.9944,0.97328,0.49125,0.18725,1.17325,0.0007641801136405282,0.0007641801136405282,0.0007641801136405282
57,595.5424,0.47918,0.17562,1.18083,0.70611,0.99719,0.99293,0.96884,0.49,0.18125,1.17375,0.000738414402325911,0.000738414402325911,0.000738414402325911
58,603.931,0.52563,0.19039,1.18682,0.6714,1.0,0.99172,0.96654,0.51325,0.1845,1.17575,0.000712750754655078,0.000712750754655078,0.000712750754655078
59,612.238,0.47145,0.17416,1.17578,0.79734,0.99719,0.99303,0.97079,0.4745,0.175,1.1735,0.0006872144975498706,0.0006872144975498706,0.0006872144975498706
60,620.8105,0.4448,0.16933,1.17587,0.71773,0.99719,0.99192,0.96628,0.4735,0.1795,1.1725,0.0006618308322130222,0.0006618308322130222,0.0006618308322130222
61,631.1485,0.4547,0.16915,1.1756,0.73729,0.99719,0.99411,0.97237,0.474,0.17675,1.1725,0.0006366248092576126,0.0006366248092576126,0.0006366248092576126
62,639.2926,0.42825,0.16424,1.16906,0.67955,0.99719,0.99211,0.96636,0.4805,0.18025,1.17325,0.0006116213039851395,0.0006116213039851395,0.0006116213039851395
63,647.3685,0.46309,0.17211,1.17683,0.6916,0.99719,0.99351,0.9693,0.487,0.17725,1.173,0.0005868449918365968,0.0005868449918365968,0.0005868449918365968
64,655.7443,0.43839,0.16553,1.17384,0.7246,0.99719,0.99395,0.96982,0.47425,0.1775,1.17225,0.0005623203240407941,0.0005623203240407941,0.0005623203240407941
65,664.1759,0.45103,0.16816,1.1784,0.79471,0.99719,0.99376,0.97202,0.47575,0.1765,1.172,0.000538071503483948,0.000538071503483948,0.000538071503483948
66,672.2561,0.4124,0.15685,1.17011,0.80753,0.99719,0.99259,0.97042,0.46625,0.1745,1.172,0.0005141224608243512,0.0005141224608243512,0.0005141224608243512
67,680.4603,0.40089,0.15492,1.16806,0.76985,0.99719,0.99242,0.97472,0.46475,0.1725,1.17175,0.0004904968308757069,0.0004904968308757069,0.0004904968308757069
68,688.7351,0.40839,0.15686,1.16944,0.79034,0.99719,0.99272,0.96994,0.482,0.17875,1.173,0.0004672179292824169,0.0004672179292824169,0.0004672179292824169
69,697.0076,0.39511,0.15148,1.16623,0.817,0.99719,0.99315,0.97385,0.47275,0.17075,1.17225,0.000444308729509858,0.000444308729509858,0.000444308729509858
70,705.1138,0.38998,0.15088,1.16794,0.72467,0.99719,0.99405,0.97183,0.467,0.172,1.17225,0.00042179184017234486,0.00042179184017234486,0.00042179184017234486
71,715.5178,0.38185,0.14871,1.1675,0.69469,0.99719,0.99283,0.97396,0.46475,0.17175,1.17025,0.00039968948272115607,0.00039968948272115607,0.00039968948272115607
72,723.5817,0.389,0.15011,1.16812,0.74923,0.99719,0.99348,0.97551,0.466,0.173,1.171,0.00037802346951464657,0.00037802346951464657,0.00037802346951464657
73,731.5435,0.37685,0.14614,1.16667,0.7833,0.99719,0.99223,0.97345,0.45875,0.168,1.17025,0.0003568151822920815,0.0003568151822920815,0.0003568151822920815
74,739.5012,0.34554,0.14011,1.16116,0.78708,0.99719,0.9923,0.97351,0.4545,0.16875,1.17075,0.0003360855510724416,0.0003360855510724416,0.0003360855510724416
75,747.395,0.3467,0.13676,1.16329,0.79704,0.99719,0.99162,0.97198,0.45175,0.16475,1.17,0.0003158550334990225,0.0003158550334990225,0.0003158550334990225
76,755.3124,0.34984,0.13816,1.16495,0.8304,0.99719,0.99157,0.9729,0.45425,0.16825,1.16975,0.00029614359465020897,0.00029614359465020897,0.00029614359465020897
77,763.1927,0.34873,0.14037,1.16573,0.84059,0.99719,0.99192,0.97482,0.4555,0.1665,1.17,0.0002769706873363536,0.0002769706873363536,0.0002769706873363536
78,771.2152,0.33018,0.1327,1.16155,0.80936,0.99719,0.99202,0.97453,0.452,0.16825,1.17,0.0002583552329022026,0.0002583552329022026,0.0002583552329022026
79,779.0618,0.32227,0.13082,1.16068,0.80921,0.99719,0.99345,0.97243,0.46225,0.16625,1.1705,0.00024031560255381113,0.00024031560255381113,0.00024031560255381113
80,786.9441,0.33514,0.13585,1.16228,0.79473,0.99719,0.99259,0.9743,0.45825,0.16675,1.171,0.00022286959922838184,0.00022286959922838184,0.00022286959922838184
81,797.0042,0.33508,0.13678,1.16369,0.79834,0.99719,0.99335,0.97419,0.46225,0.16725,1.17125,0.00020603444002491593,0.00020603444002491593,0.00020603444002491593
82,805.2342,0.32861,0.1336,1.16164,0.77045,0.99719,0.99356,0.97448,0.457,0.1675,1.171,0.0001898267392130134,0.0001898267392130134,0.0001898267392130134
83,813.2514,0.30652,0.12599,1.16066,0.80433,0.99719,0.99372,0.97314,0.45625,0.1665,1.17025,0.00017426249183659658,0.00017426249183659658,0.00017426249183659658
84,821.2859,0.31059,0.13002,1.15979,0.80433,0.99719,0.9929,0.97345,0.45825,0.165,1.17,0.00015935705792873128,0.00015935705792873128,0.00015935705792873128
85,829.3426,0.30063,0.12565,1.16168,0.78084,0.99719,0.99266,0.97276,0.46025,0.1655,1.17025,0.00014512514735312993,0.00014512514735312993,0.00014512514735312993
86,837.3933,0.28644,0.11986,1.15832,0.75657,0.99719,0.99289,0.97465,0.44925,0.163,1.16925,0.00013158080528729075,0.00013158080528729075,0.00013158080528729075
87,845.5006,0.28802,0.12159,1.1573,0.75985,0.99719,0.99251,0.97398,0.45375,0.1645,1.1695,0.0001187373983616053,0.0001187373983616053,0.0001187373983616053
88,853.5576,0.2854,0.12013,1.1572,0.78169,0.99719,0.99287,0.97293,0.45575,0.16475,1.16975,0.00010660760146810551,0.00010660760146810551,0.00010660760146810551
89,861.6012,0.2962,0.12405,1.15877,0.77397,0.99719,0.99351,0.97372,0.45,0.16175,1.17025,9.520338525187714e-05,9.520338525187714e-05,9.520338525187714e-05
90,869.6376,0.28418,0.12039,1.15785,0.79684,0.99719,0.99384,0.97406,0.45,0.16375,1.1695,8.453600429747789e-05,8.453600429747789e-05,8.453600429747789e-05
91,879.8309,0.28127,0.12076,1.15874,0.80195,0.99719,0.99354,0.9749,0.45025,0.16275,1.1695,7.461598602202109e-05,7.461598602202109e-05,7.461598602202109e-05
92,887.9535,0.27774,0.11907,1.15773,0.79344,0.99719,0.99323,0.97421,0.45,0.16225,1.16975,6.545312028588656e-05,6.545312028588656e-05,6.545312028588656e-05
93,896.0299,0.2769,0.11511,1.15678,0.79704,0.99719,0.99328,0.975,0.4495,0.1635,1.17,5.705644973130964e-05,5.705644973130964e-05,5.705644973130964e-05
94,904.1556,0.26665,0.11495,1.15538,0.79781,0.99719,0.99322,0.9745,0.45275,0.163,1.1695,4.943426085838538e-05,4.943426085838538e-05,4.943426085838538e-05
95,912.206,0.26767,0.11453,1.15635,0.7833,0.99719,0.99316,0.97412,0.45325,0.16325,1.17,4.2594075847293235e-05,4.2594075847293235e-05,4.2594075847293235e-05
96,920.6139,0.26717,0.1152,1.1589,0.7812,0.99719,0.9932,0.97388,0.4505,0.16325,1.17025,3.654264513481357e-05,3.654264513481357e-05,3.654264513481357e-05
97,928.7578,0.2746,0.11796,1.15922,0.77919,0.99719,0.99312,0.9739,0.4475,0.1625,1.17,3.128594075246157e-05,3.128594075246157e-05,3.128594075246157e-05
98,936.9598,0.26603,0.11477,1.15364,0.78266,0.99719,0.99323,0.97421,0.4485,0.16275,1.17,2.6829150432813233e-05,2.6829150432813233e-05,2.6829150432813233e-05
