epoch,train/box_loss,train/cls_loss,train/dfl_loss,train/spatial_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/spatial_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),lr/pg0
11,0.7081,0.45815006,1.02115,0.0,0.82,2.6924999,1.17525,0.0,0.7300450595822727,0.9912280701754386,0.982559108033074,0.7801857110223871,0.01
12,0.6772499,0.43179998,0.99685,0.0,0.80499995,2.377,1.0835,0.0,0.7872546806467384,0.9904516394894507,0.9924297879555943,0.8014539466912378,0.01
13,0.6399,0.42739996,0.9757,0.0,0.70225,1.42525,1.02175,0.0,0.8863870593073314,0.9912108703130376,0.9878129897631964,0.8273690075284843,0.01
14,0.61995,0.4073,0.96709996,0.0,0.67175,0.69874996,0.99224997,0.0,0.9788143512306725,0.9944174270096204,0.9946268212905144,0.8393007209435606,0.01
15,0.58304995,0.39655006,0.94384986,0.0,0.6165,0.70225006,0.964,0.0,0.9822797570235909,0.9970760233918128,0.9948536251709985,0.8466043616389239,0.01
16,0.55474997,0.38570002,0.9322001,0.0,0.62425005,0.62175,0.96975,0.0,0.9883144496069716,0.9941520467836258,0.9946497633536173,0.8541330774306056,0.01
17,0.54190004,0.37885,0.92104995,0.0,0.61225003,0.46750003,0.95725,0.0,0.9770772838529821,0.9969623339363483,0.9942965535588838,0.8596614685707007,0.01
18,0.5399501,0.37824997,0.9167,0.0,0.55200005,0.38924998,0.923,0.0,0.9985667704711955,0.9970760233918128,0.995,0.8758928661892345,0.01
19,0.53964996,0.36694998,0.9183499,0.0,0.55625,0.40174997,0.91650003,0.0,0.9978984708944574,0.9935652625317151,0.995,0.8637435166364433,0.01
20,0.52294993,0.3635,0.91210014,0.0,0.58024997,0.45000002,0.929,0.0,0.9936237099606999,0.9970760233918128,0.9938304093567252,0.8656743193502695,0.01
21,0.49125004,0.3585,0.89589995,0.0,0.53024995,0.426,0.90625,0.0,0.9998709165926245,0.9970754776181228,0.995,0.8714610352994139,0.01
22,0.49624997,0.34579998,0.89434993,0.0,0.52075,0.41625002,0.90575,0.0,0.9974900844315613,0.9970760233918128,0.995,0.8695617242188233,0.01
23,0.48034996,0.32645002,0.88484985,0.0,0.51575,0.367,0.9045,0.0,0.9997077751332295,0.9965366547356904,0.995,0.8936527791939707,0.01
24,0.46045002,0.3185,0.8771,0.0,0.64675,0.3965,0.9465,0.0,0.9979813462231232,0.9912108703130376,0.993953488372093,0.8531450567093681,0.01
25,0.46280003,0.31735003,0.8791499,0.0,0.7185,0.39,0.9925,0.0,0.9981039331020171,0.9970760233918128,0.995,0.8320899783420511,0.01
26,0.4488,0.3079,0.8696,0.0,0.64475,0.36075002,0.94374996,0.0,0.9990253260830607,0.9970760233918128,0.995,0.8577876965431626,0.01
27,0.46990007,0.30784997,0.8765,0.0,0.44425,0.32275,0.8662499,0.0,0.9985064104132368,0.9970760233918128,0.995,0.8999884686953539,0.01
28,0.44240004,0.30505,0.8648499,0.0,0.47999996,0.324,0.87249994,0.0,0.9973650553843308,0.9970760233918128,0.995,0.8923083416769135,0.01
29,0.42610002,0.29345003,0.86034995,0.0,0.41825,0.30025002,0.86,0.0,0.9989160483073474,0.9970760233918128,0.995,0.9100619035896316,0.01
30,0.41445002,0.2826,0.85695,0.0,0.4555,0.3025,0.86775,0.0,0.9990759149930843,0.9970760233918128,0.995,0.9119653719589605,0.01
31,0.41359997,0.2776,0.8576499,0.0,0.4225,0.283,0.851,0.0,0.9992245779269943,0.9970760233918128,0.995,0.9181867322082182,0.01
32,0.40585,0.27485,0.84965,0.0,0.40824997,0.27775,0.84650004,0.0,0.9994347211874575,0.9970760233918128,0.995,0.9220899097561762,0.01
33,0.39994997,0.2724,0.8486999,0.0,0.40625,0.2665,0.84499997,0.0,0.9969121252529252,0.9970760233918128,0.995,0.9237106346991503,0.01
34,0.38334998,0.26624998,0.8434,0.0,0.39025,0.25975,0.84650004,0.0,0.9992059385530669,0.9970760233918128,0.995,0.9319346060138123,0.01
35,0.38700002,0.2621,0.8451501,0.0,0.42525,0.273,0.86075,0.0,0.9995247453332039,0.9970760233918128,0.995,0.919811458402557,0.01
36,0.39360005,0.25994998,0.84839994,0.0,0.46499997,0.27525,0.86475,0.0,0.9993338365874501,0.9970760233918128,0.995,0.9116735262564205,0.01
37,0.38535002,0.2548,0.8433,0.0,0.36225,0.26099998,0.8345,0.0,0.9995688563637228,0.9970760233918128,0.995,0.9366747581049448,0.01
38,0.38419998,0.25645003,0.84245,0.0,0.37324998,0.2505,0.83625,0.0,0.9994560847059062,0.9970760233918128,0.995,0.9333984882792901,0.01
39,0.38059995,0.25015,0.8415,0.0,0.38325,0.2455,0.83825004,0.0,0.9988306801714413,0.9970760233918128,0.995,0.932843274062533,0.01
40,0.3797,0.24889998,0.83930004,0.0,0.4405,0.26375,0.862,0.0,0.9993135400774196,0.9970760233918128,0.995,0.912654500648365,0.01
41,0.36845,0.24345,0.83519995,0.0,0.37675,0.24000001,0.8355,0.0,0.9994911423569386,0.9970760233918128,0.995,0.9388174789597834,0.01
42,0.37159997,0.24015002,0.83895,0.0,0.377,0.24325,0.8365,0.0,0.9997106063040135,0.9970760233918128,0.995,0.9345137766648455,0.01
43,0.37005,0.24055001,0.8367499,0.0,0.357,0.2405,0.83000004,0.0,0.9996425346542497,0.9970760233918128,0.995,0.9410690491153281,0.01
44,0.35924998,0.23394997,0.83545005,0.0,0.35425,0.22725001,0.83125,0.0,0.9995940130948551,0.9970760233918128,0.995,0.9448019466870669,0.01
45,0.36525005,0.2289,0.8335999,0.0,0.39424998,0.24024999,0.83799994,0.0,0.9991437039170671,0.9970760233918128,0.995,0.931647376365649,0.01
46,0.3578,0.22749999,0.8300501,0.0,0.343,0.23575,0.8267499,0.0,0.9993405192725632,0.9970760233918128,0.995,0.9472648567999515,0.01
47,0.34144998,0.2251,0.827,0.0,0.3335,0.22225,0.82375,0.0,0.9991623908700977,0.9970760233918128,0.995,0.9525735830728543,0.01
48,0.34005,0.2217,0.82594997,0.0,0.34925,0.228,0.82575,0.0,0.9994496797296732,0.9970760233918128,0.995,0.9462875885474944,0.01
49,0.34395,0.222,0.82655,0.0,0.34649998,0.24125001,0.82475,0.0,0.9990405596369726,0.9970760233918128,0.995,0.9400730619714928,0.01
50,0.3486,0.22519998,0.8268,0.0,0.34375,0.2215,0.827,0.0,0.9995551609548428,0.9970760233918128,0.995,0.9441844063755814,0.01
51,0.35154998,0.2256,0.82694995,0.0,0.36549997,0.23525,0.83575,0.0,0.9992733597872328,0.9970760233918128,0.995,0.9371444429682849,0.01
52,0.36139998,0.22879998,0.82945,0.0,0.44300002,0.25274998,0.86300004,0.0,0.9995482572338211,0.9970760233918128,0.995,0.9236054225931246,0.01
53,0.3525,0.2239,0.82860005,0.0,0.41725,0.23300001,0.85275,0.0,0.9993019890183932,0.9970760233918128,0.995,0.9179662450957131,0.01
54,0.3632,0.22915001,0.82954997,0.0,0.37025,0.24125,0.834,0.0,0.9993995368388182,0.9970760233918128,0.995,0.9420345758729465,0.01
55,0.35955003,0.23310001,0.82954997,0.0,0.38675,0.23699999,0.8345,0.0,0.9995147508353597,0.9970760233918128,0.995,0.9370329034220897,0.01
56,0.3489,0.22245005,0.82705003,0.0,0.39625,0.23574999,0.8385,0.0,0.9994308627988036,0.9970760233918128,0.995,0.9300556340681334,0.01
57,0.33409998,0.22065,0.82515,0.0,0.35775,0.22600001,0.82875,0.0,0.9996376109091858,0.9970760233918128,0.995,0.9448616175158712,0.01
58,0.3424,0.22194998,0.82275,0.0,0.34,0.2225,0.819,0.0,0.9994457851888697,0.9970760233918128,0.995,0.95258435139213,0.01
59,0.32805,0.21950002,0.81830007,0.0,0.33025,0.2145,0.81850004,0.0,0.9995401009230681,0.9970760233918128,0.995,0.953320903634781,0.01
60,0.3275,0.21650001,0.81795007,0.0,0.329,0.22025001,0.81825006,0.0,0.9993578308000193,0.9970760233918128,0.995,0.953731772561353,0.01
61,0.32175,0.2103,0.81650007,0.0,0.31975,0.20575,0.8155,0.0,0.9995707751459941,0.9970760233918128,0.995,0.9614560289347432,0.01
62,0.3205,0.20969999,0.81830007,0.0,0.349,0.228,0.8275,0.0,0.9994327853231051,0.9970760233918128,0.995,0.9444624450873258,0.01
63,0.32470003,0.21604998,0.81710005,0.0,0.33449998,0.215,0.821,0.0,0.9996315044980719,0.9970760233918128,0.995,0.9566916225918891,0.01
64,0.32379997,0.21124999,0.8175,0.0,0.32575,0.223,0.82150006,0.0,0.9995891786781224,0.9970760233918128,0.995,0.9627564037614149,0.01
65,0.31734997,0.21540001,0.81485003,0.0,0.32525,0.21675,0.8165,0.0,0.9994845796365763,0.9970760233918128,0.995,0.9586986923889962,0.01
66,0.31075,0.21665001,0.81335,0.0,0.32325,0.21625,0.81624997,0.0,0.9993320011944261,0.9970760233918128,0.995,0.954779727241449,0.01
67,0.31434995,0.2117,0.8137501,0.0,0.31625,0.21350001,0.81525004,0.0,0.9994706674158926,0.9970760233918128,0.995,0.9595344868669958,0.01
68,0.31945,0.21244998,0.81490004,0.0,0.3225,0.21425,0.81549996,0.0,0.9995808165901464,0.9970760233918128,0.995,0.956583016300922,0.01
69,0.30905,0.2119,0.8130501,0.0,0.32375002,0.2185,0.81575,0.0,0.9997440880895232,0.9970760233918128,0.995,0.9576300920539227,0.01
70,0.31149998,0.21015,0.81184995,0.0,0.32175,0.22625,0.81575,0.0,0.9994396284426965,0.9970760233918128,0.995,0.9575703871850048,0.01
71,0.3147,0.21315,0.81275004,0.0,0.33325002,0.223,0.82025003,0.0,0.9994698620623655,0.9970760233918128,0.995,0.9560970690920934,0.01
72,0.30955,0.20885,0.81044996,0.0,0.357,0.23374999,0.826,0.0,0.9995530244819714,0.9970760233918128,0.995,0.9467537157662347,0.01
73,0.30995,0.20885,0.81084996,0.0,0.32775,0.21999998,0.8175,0.0,0.9993922363367072,0.9970760233918128,0.995,0.951884094886803,0.01
74,0.30374998,0.2042,0.8113,0.0,0.30425,0.21225001,0.81125,0.0,0.9995374434834847,0.9970760233918128,0.995,0.9645272889487784,0.01
75,0.30304998,0.20514998,0.80939996,0.0,0.30150002,0.20324999,0.8105,0.0,0.9993853430101542,0.9970760233918128,0.995,0.9635237190926688,0.01
76,0.29305,0.19824998,0.8059,0.0,0.30675,0.20875001,0.81049997,0.0,0.9995095725868285,0.9970760233918128,0.995,0.9638128139654194,0.01
77,0.29255003,0.20005,0.80614996,0.0,0.30150002,0.20875001,0.8095,0.0,0.9996353671497396,0.9970760233918128,0.995,0.9647229049496788,0.01
78,0.29009998,0.19955002,0.80579996,0.0,0.31350002,0.20575,0.81049997,0.0,0.9994542756755491,0.9970760233918128,0.995,0.9583195428604624,0.01
79,0.29500002,0.20369999,0.807,0.0,0.31475002,0.20925,0.81624997,0.0,0.9995008162575856,0.9970760233918128,0.995,0.9619261466180351,0.01
80,0.30119997,0.20254998,0.8091,0.0,0.31274998,0.20449999,0.81224996,0.0,0.9993925117907283,0.9970760233918128,0.995,0.9602621626309003,0.01
81,0.29755002,0.20765002,0.80684996,0.0,0.315,0.21000001,0.81399995,0.0,0.999393900452783,0.9970760233918128,0.995,0.9637797287134224,0.01
82,0.29665,0.20339999,0.80529994,0.0,0.30525,0.21125,0.80925,0.0,0.9994958660516047,0.9970760233918128,0.995,0.9622521445881796,0.01
83,0.29,0.20395,0.8040001,0.0,0.289,0.2,0.8045,0.0,0.999438001225714,0.9970760233918128,0.995,0.9687378169058396,0.01
84,0.29215002,0.2019,0.80515003,0.0,0.3055,0.19875,0.81125,0.0,0.9994802696023874,0.9970760233918128,0.995,0.9635925287634469,0.01
85,0.29619998,0.20030001,0.80930007,0.0,0.30625,0.19925,0.80875,0.0,0.9992028202575634,0.9970760233918128,0.995,0.9660511295418308,0.01
86,0.29619998,0.1988,0.80604994,0.0,0.31325,0.2,0.8125,0.0,0.999584677916896,0.9970760233918128,0.995,0.9626997976149918,0.01
87,0.28689998,0.1967,0.8040501,0.0,0.30525002,0.20025,0.80625,0.0,0.9995296914341079,0.9970760233918128,0.995,0.963784793295433,0.01
88,0.2834,0.19685,0.80254996,0.0,0.28574997,0.19700001,0.802,0.0,0.9991642011947959,0.9970760233918128,0.995,0.9696530299977534,0.01
89,0.27260002,0.19154999,0.8,0.0,0.29749998,0.19674999,0.8075,0.0,0.9995232229900719,0.9970760233918128,0.995,0.9690470445170275,0.01
90,0.27815,0.19445002,0.8013501,0.0,0.30249998,0.20875,0.80925006,0.0,0.9991606889660192,0.9970760233918128,0.995,0.9629776827619241,0.01
91,0.27695003,0.1971,0.8031,0.0,0.296,0.20099999,0.80725,0.0,0.9994418237345973,0.9970760233918128,0.995,0.9652551886811788,0.01
92,0.28620002,0.1968,0.80184984,0.0,0.29375,0.19325,0.80575,0.0,0.9996280924305401,0.9970760233918128,0.995,0.9652879832531103,0.01
93,0.2898,0.195,0.8021,0.0,0.32675,0.20975,0.81025,0.0,0.9988673429812853,0.9970760233918128,0.995,0.9574546017389691,0.01
94,0.28679997,0.19640002,0.80305004,0.0,0.31575,0.2105,0.80999994,0.0,0.9986018230535736,0.9970760233918128,0.995,0.9539238865603202,0.01
95,0.28684998,0.1965,0.80275,0.0,0.30925,0.201,0.81,0.0,0.9992229872154944,0.9970760233918128,0.995,0.9558789906080026,0.01
96,0.2884,0.1938,0.804,0.0,0.31875002,0.20175001,0.81075,0.0,0.9995280820559855,0.9970760233918128,0.995,0.9566852343783502,0.01
97,0.28515,0.1937,0.80175006,0.0,0.33025,0.205,0.81125,0.0,0.9994594970915585,0.9970760233918128,0.995,0.9568680163685839,0.01
98,0.28305,0.19229999,0.79945004,0.0,0.30425,0.19725,0.80525005,0.0,0.9998307271862521,0.9970760233918128,0.995,0.9625543314620147,0.01
99,0.27605,0.18740001,0.7986001,0.0,0.29950002,0.19375,0.80700004,0.0,0.9993366613455618,0.9970760233918128,0.995,0.9639784860807799,0.01
