epoch,train/box_loss,train/cls_loss,train/dfl_loss,train/spatial_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/spatial_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),lr/pg0
23,0.81280005,0.43025,1.25105,0.0025,0.546,0.25375003,1.1782501,0.0,0.9994231707943997,0.9970760233918128,0.995,0.9627251592707864,0.0003
24,0.91170007,0.45649996,1.2674999,0.00125,0.524,0.26425,1.175,0.0,0.9994996999096468,0.9970760233918128,0.995,0.9637349623754142,0.0003
25,0.87874997,0.4144,1.2565501,0.00020000001,0.53675,0.2715,1.1754999,0.0,0.9991304400752148,0.9970760233918128,0.995,0.9676672701286524,0.0003
26,0.76619995,0.36659998,1.2340001,0.00049999997,0.49400002,0.25975,1.17275,0.0,0.9988293295704137,0.9970760233918128,0.995,0.9670602077058066,0.0003
27,0.79915,0.38105002,1.2421501,0.0013,0.491,0.25125,1.1717501,0.0,0.9980936876440838,0.9970760233918128,0.995,0.9683058179602998,0.0003
28,0.84484994,0.37675005,1.2515502,0.00055,0.52874994,0.26075,1.1775,0.0,0.9982793467728682,0.9970760233918128,0.995,0.9655643497668056,0.0003
29,0.77044994,0.35065,1.2338,5.0000002e-05,0.52875,0.25474998,1.176,0.0,0.9981944358708963,0.9970760233918128,0.995,0.9616086789794555,0.0003
30,0.8325,0.36375,1.2411,0.00020000001,0.5535,0.2575,1.17825,0.0,0.9993450769321843,0.9970760233918128,0.995,0.9618699391646718,0.0003
31,0.7549,0.33514994,1.2259499,0.00065,0.56475,0.25325,1.1775,0.0,0.9991455335981057,0.9970760233918128,0.995,0.9613764661955446,0.0003
32,0.7363,0.3189,1.2265999,0.00045000002,0.49525,0.22574998,1.17025,0.0,0.9994842752579367,0.9970760233918128,0.995,0.9743478694855051,0.0003
33,0.7343501,0.3242,1.2208999,0.0009,0.54875,0.249,1.174,0.0,0.997556060908105,0.9970760233918128,0.995,0.9661330288968287,0.0003
34,0.72225004,0.31194997,1.2219502,0.00020000001,0.51025,0.23324999,1.1702499,0.0,0.9994311860671865,0.9970760233918128,0.995,0.9730900042288114,0.0003
35,0.7517501,0.31265,1.2251999,0.0014000001,0.49325,0.23249999,1.171,0.0,0.9994536460287311,0.9970760233918128,0.995,0.9687818815095838,0.0003
36,0.70355,0.30195,1.2153,0.0003,0.489,0.225,1.17125,0.0,0.9993191079513692,0.9970760233918128,0.995,0.9681747463460366,0.0003
37,0.66480005,0.28375,1.2061999,0.00075,0.50975,0.23625,1.17425,0.0,0.9988295675400275,0.9970760233918128,0.995,0.9666498319579041,0.0003
38,0.7087501,0.29834998,1.2148,0.0,0.505,0.223,1.1715,0.0,0.9984610240576064,0.9970760233918128,0.995,0.9678881819661633,0.0003
39,0.64645,0.27725,1.20425,0.0003,0.53550005,0.22225,1.17375,0.0,0.9989238969611252,0.9970760233918128,0.995,0.9631083527173464,0.0003
