epoch,train/box_loss,train/cls_loss,train/dfl_loss,val/box_loss,val/cls_loss,val/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),lr/pg0
16,1.2554761,0.6696666,1.3666667,0.8905,0.45675004,1.2305001,0.9921694488507378,0.9909900169634216,0.9886848262032084,0.8856798309080703,0.009528893909706798
17,1.0800476,0.5541905,1.3210001,0.75575,0.40449998,1.20675,0.9761726234450929,0.9915248796147673,0.9871399661767308,0.9058010618896001,0.009460482294732422
18,1.173762,0.6244286,1.3552858,0.84175,0.43925,1.2184999,0.990934103512731,0.9915248796147673,0.9853559674821302,0.9028905290368728,0.009387718066217125
19,1.1624762,0.63052386,1.3445714,0.90025,0.6175,1.2290001,0.9899546058495889,0.9915248796147673,0.9848541656215286,0.8942179436771769,0.00931067303366952
20,1.1575712,0.62561905,1.336619,1.595,3.087,1.4779999,0.2940315071044869,0.46292134831460674,0.22460880857841578,0.16204304594093022,0.009229423231234974
21,1.1075716,0.5882857,1.3290476,1.18275,1.16675,1.3417499,0.7124415456417716,0.6201074830069604,0.6949797819791257,0.5916688308135452,0.009144048842659082
22,1.0315238,0.5513809,1.3102857,0.647,0.36124998,1.1975,0.9888129606005467,0.9915248796147673,0.9884629271437781,0.9377412351746232,0.00905463412215599
23,1.1175716,0.60419047,1.3368571,0.728,0.32725,1.2062501,0.9941177379378452,0.9913954021197438,0.9889969490137192,0.9164647534221372,0.008961267311259666
24,1.0711429,0.56866664,1.3243334,0.79475003,0.32425,1.21475,0.9917734187958005,0.9915248796147673,0.9871450649321788,0.9121525175545537,0.008864040551740157
25,0.9548572,0.49142855,1.2898095,0.69125,0.28350002,1.2017499,0.9923697039976449,0.9939212577554399,0.9875753799633962,0.9310004029213879,0.008763049794670776
26,1.0622381,0.5961904,1.3209524,0.66725,0.31800002,1.20125,0.9912333345628446,0.9915248796147673,0.9862875777097035,0.9316025275576318,0.008658394705735987
27,0.9766667,0.5279999,1.3031429,0.635,0.26999998,1.19525,0.9934846247480223,0.9915248796147673,0.9882108834502965,0.9439143838698282,0.00855017856687341
28,0.9912858,0.55819046,1.303619,0.664,0.26375002,1.197,0.9935561019584318,0.9915248796147673,0.9872689789687923,0.9336212117088776,0.00843850817434701
29,1.01,0.55138093,1.304762,0.64175004,0.3115,1.19425,0.9821899740341196,0.9876730203857378,0.9864705449184651,0.9371010067519565,0.008323493733352076
30,1.0189047,0.5701904,1.316857,0.72800004,0.28525,1.1995001,0.9877841940561078,0.9939961656575975,0.9868298730163767,0.917773847663429,0.008205248749256015
31,1.0053333,0.52990466,1.3026667,0.693,0.339,1.19925,0.975452070101867,0.9915248796147673,0.9856725852272726,0.9177670466205561,0.008083889915582234
32,0.92800003,0.5132857,1.284619,0.718,0.54225004,1.21075,0.9313599571411839,0.9488440415491155,0.9752513185029029,0.9113775014070029,0.007959536998847742
33,0.9742858,0.55338097,1.3003333,0.63225,0.304,1.1945,0.9940267377120457,0.9940056744000698,0.9858709477384913,0.9408869811287545,0.007832312720368047
34,0.8839047,0.47414288,1.279857,0.60825,0.24399999,1.19325,0.993855695283677,0.9915248796147673,0.9871049316696374,0.9495542964372709,0.007702342635146034
35,0.8500476,0.4537619,1.2635714,0.63225,0.238,1.193,0.993738101249449,0.9915248796147673,0.9873321457821457,0.9445330821949124,0.0075697550079643385
36,0.9109523,0.4813809,1.2795714,0.69675004,0.2635,1.20125,0.9921077421332964,0.9907043772925543,0.9862292832167832,0.9290489631130722,0.00743468068680349
37,0.8927619,0.484619,1.2887617,0.68475,0.26375002,1.20425,0.9922775443182534,0.9859069020866773,0.989030637908159,0.9305776202293629,0.007297252973710756
38,0.9243809,0.5102381,1.2844286,0.58875,0.23875,1.18825,0.9930864242546595,0.9915248796147673,0.9870037541015247,0.9526035841758368,0.0071576074932471105
39,0.92195237,0.50609523,1.2870476,0.624,0.27574998,1.18925,0.9929679790954697,0.9915248796147673,0.9883548861367235,0.9436387861820672,0.007015882058642163
40,0.7998572,0.4219048,1.2532858,0.58875,0.243,1.1865001,0.9895238944011955,0.9887158908507223,0.9877657674741832,0.9552106019544351,0.006872216535789157
41,1.0040476,0.603619,1.4541429,0.575,0.233,1.18575,0.9936388497657374,0.9918980814067063,0.9887488985642461,0.9551922931445305,0.006726752705214193
42,0.7997619,0.43214285,1.2582382,0.55975,0.224,1.1865,0.9934422290117576,0.9915248796147673,0.9860703297778647,0.9486994963562205,0.006579634122155989
43,0.7770476,0.41876188,1.252619,0.59274995,0.23175001,1.18475,0.9934859311449684,0.9915248796147673,0.9857804030874785,0.9482931599788943,0.006431005974894185
44,0.7658095,0.40947613,1.248095,0.5705,0.24,1.18425,0.993606944121089,0.9915248796147673,0.9850828637876266,0.9487668743348113,0.00628101494146603
45,0.74838096,0.38871428,1.2490478,0.5985,0.23099999,1.188,0.993196828782269,0.9912854035447258,0.9861590546697038,0.9476614822157245,0.006129809044912886
46,0.85090476,0.49885717,1.276143,0.576,0.2165,1.186,0.9919270121884296,0.9941353998341655,0.9866619129976446,0.9514416116229615,0.005977537507199338
47,0.82095236,0.4698096,1.2625237,0.578,0.23125,1.18425,0.9938148482600315,0.9915248796147673,0.98837826953748,0.9580022380923877,0.005824350601949143
48,0.7755238,0.42042854,1.2478571,0.54275,0.21425,1.1815001,0.991956493792973,0.9941523506326069,0.9873424448398922,0.9573205282968841,0.005670399506143307
49,0.75890476,0.42480946,1.2492381,0.54875004,0.217,1.1815001,0.99362123807678,0.9915248796147673,0.9863055023923444,0.957378446819322,0.005515836150926647
50,0.7095238,0.39047617,1.2354761,0.578,0.21375,1.1834999,0.9936644729890727,0.9915248796147673,0.9875031907308376,0.9506311341228189,0.005360813071670102
51,0.7229048,0.38461903,1.2355238,0.55324996,0.21175,1.18325,0.9940892760119652,0.9924631014255467,0.9872297762711864,0.9567323217765427,0.005205483257436735
52,0.7109048,0.39209524,1.2350477,0.55525005,0.21375,1.183,0.9931148782334203,0.9941031235360058,0.9876321377122634,0.9539386746849715,0.00505
53,0.7027619,0.38609523,1.2360476,0.55175,0.22725,1.1815,0.9928368718318843,0.9887158908507223,0.9880213913585685,0.9557682417586223,0.004894516742563265
54,0.70685714,0.37966666,1.2357143,0.533,0.208,1.181,0.9939525090341353,0.9915248796147673,0.9878474412395502,0.961511485904988,0.0047391869283298985
55,0.6851429,0.3747619,1.2317619,0.52250004,0.2015,1.1795,0.9926998196655568,0.9913100292306878,0.9884945054680347,0.9620457475276817,0.004584163849073355
56,0.64700013,0.34295237,1.2210475,0.51225,0.20075001,1.178,0.9939855336020884,0.9915248796147673,0.9871945909090907,0.9631725211302491,0.004429600493856695
57,0.6071905,0.34171432,1.2156668,0.53674996,0.2095,1.18125,0.9930789341395487,0.9913918062665188,0.9874513257116397,0.9601894746153936,0.004275649398050857
58,0.6436666,0.33590475,1.2235239,0.52575,0.20575002,1.1795,0.9895756962440987,0.991207937735906,0.9879282467532466,0.9621717218605994,0.0041224624928006635
59,0.6226191,0.32757145,1.2181429,0.51675,0.1965,1.1785,0.9939703097487557,0.9891870567169738,0.9886245151515152,0.9648480857560138,0.0039701909550871155
60,0.5894286,0.3108095,1.2106665,0.50525,0.19274999,1.17625,0.9938960225040242,0.9915248796147673,0.9885134963076139,0.9633785080998833,0.0038189850585339685
61,0.6011429,0.3175238,1.2113334,0.529,0.20025,1.17925,0.9941016606354485,0.9890869953494404,0.9875303307464891,0.9604057176465005,0.0036689940251058155
62,0.614,0.32795233,1.2145238,0.51199996,0.19775,1.1775,0.9938206565092207,0.9915248796147673,0.9872154553779553,0.9633052458048695,0.0035203658778440116
63,0.58233345,0.31161904,1.2110952,0.51,0.18925,1.1775,0.9941858691501851,0.9910806450384115,0.9868329401154399,0.959096675940686,0.003373247294785808
64,0.5684762,0.2992857,1.2048095,0.50225,0.18824999,1.17675,0.9941760422147643,0.9931065830252392,0.9886849721772706,0.9646870366740196,0.0032277834642108457
65,0.5477619,0.28742862,1.2030478,0.51125,0.19075,1.17775,0.9922684800509629,0.9913308824774921,0.9876657563025208,0.9644102069279423,0.003084117941357836
66,0.55038095,0.29233333,1.2049524,0.50175,0.18650001,1.177,0.9942211424598306,0.9936126382139951,0.9878287513377635,0.9647766246660254,0.002942392506752891
67,0.5655714,0.32771423,1.2153331,0.50225,0.18775,1.177,0.9941544361945418,0.9928768209506338,0.9883645104100551,0.9625134894205616,0.0028027470262892433
68,0.5696666,0.32814288,1.2108096,0.5215,0.203,1.17825,0.992687066503372,0.991298742199203,0.988515823972898,0.9616032348432771,0.002665319313196509
69,0.515619,0.27495235,1.1953332,0.50549996,0.193,1.1775,0.9925853069986554,0.9913120237803992,0.9871638570961412,0.9630894637278097,0.002530244992035662
70,0.546,0.30042854,1.2050478,0.48000002,0.18749999,1.1745,0.9940996723737676,0.9900387389646723,0.9885634596513622,0.9671620851062219,0.0023976573648539657
71,0.5195714,0.2827143,1.199762,0.50275004,0.18725,1.17675,0.9943469915047931,0.9940376376813114,0.988710042762556,0.9649553117072888,0.002267687279631953
72,0.5173333,0.27328572,1.1961902,0.48900002,0.188,1.175,0.9940612355992916,0.9895332410918815,0.9895370713827236,0.9691015575471477,0.0021404630011522584
73,0.5026667,0.26504758,1.1972857,0.487,0.18474999,1.17525,0.9941711748460353,0.9933186141587976,0.9887591996041224,0.9684292088791709,0.002016110084417766
74,0.4788095,0.26052383,1.1925236,0.48250002,0.18675001,1.175,0.9931813361393345,0.9913061918241932,0.9892915340909091,0.9671080999159714,0.001894751250743986
75,0.45176187,0.2383333,1.1851428,0.503,0.192,1.176,0.9905307376241854,0.9938920903664206,0.9874706521739129,0.9622913492683448,0.0017765062666479242
76,0.4766666,0.2527619,1.1919525,0.477,0.1805,1.174,0.9941066584526634,0.9915248796147673,0.988556220701159,0.965088520648244,0.001661491825652991
77,0.4842857,0.26071426,1.1946667,0.48049998,0.18325,1.17475,0.9940670847724056,0.9940635381308198,0.9876996404725218,0.9655906833571516,0.0015498214331265902
78,0.47538096,0.2505238,1.1894284,0.48474997,0.18225,1.1742499,0.9942249085754046,0.9941554110462439,0.9878816998010773,0.9681564465027183,0.001441605294264014
79,0.45242855,0.24814285,1.1864284,0.48575002,0.18075001,1.17475,0.9939835433341698,0.9914043206041367,0.987545850202429,0.9658228326112163,0.0013369502053292251
80,0.4340476,0.22966667,1.1855714,0.47825003,0.18225001,1.173,0.9930109079566536,0.9940915637440915,0.987796042793605,0.9668148805344121,0.0012359594482598438
81,0.42619044,0.22895238,1.1859047,0.47725,0.1805,1.174,0.993392130934937,0.9913627154584672,0.9876416542473918,0.9664426189219582,0.0011387326887403323
82,0.43638098,0.24119048,1.188238,0.467,0.17675,1.17225,0.9940265041386674,0.9915248796147673,0.9878519055180626,0.9685524175198162,0.0010453658778440105
83,0.42328575,0.23766668,1.1855237,0.47425002,0.17825,1.1735001,0.9935574297776338,0.9913833719536675,0.9877645841392648,0.9666295386016829,0.0009559511573409195
84,0.4199524,0.22761908,1.1886667,0.47325003,0.17675,1.1735001,0.9920960082606742,0.994163262411941,0.9879158484174804,0.9655468485617261,0.0008705767687650265
85,0.40090483,0.21838096,1.1834285,0.472,0.17574999,1.173,0.9934845991558204,0.9913150800677266,0.9878214023210831,0.9651137922759206,0.0007893269663304783
86,0.43147618,0.2576667,1.1928571,0.468,0.17525,1.173,0.993699151984233,0.9914025734726447,0.9879695252525251,0.9652237170229366,0.0007122819337828752
87,0.41176188,0.22614285,1.1834761,0.4715,0.175,1.173,0.9936210719380973,0.9914360390658066,0.9881429269143553,0.966928229809381,0.0006395177052675795
88,0.40900004,0.2237619,1.1854763,0.46925,0.17425,1.17275,0.993708615807687,0.9914555582930626,0.9879721243000936,0.9670248608415809,0.0005711060902932043
89,0.39304757,0.21233334,1.1816666,0.46574998,0.17324999,1.17275,0.9936716207444718,0.9914686416284936,0.9884356393521314,0.9673685538879058,0.0005071146028642945
90,0.38814285,0.21461904,1.1811904,0.4685,0.1755,1.17275,0.9934471258941912,0.9913615786857297,0.9877264334354783,0.9640771981245877,0.00044760639485315584
91,0.38442856,0.20266667,1.1794286,0.4665,0.17324999,1.1725,0.9936053767444402,0.9914045015638953,0.9880001599849425,0.9665948296435823,0.00039264019367658403
92,0.36947617,0.19290474,1.1768097,0.463,0.1735,1.17225,0.9932951341479034,0.9912793998608804,0.9881241428376057,0.9658328509934915,0.00034227024433899
93,0.37461907,0.20838092,1.1782856,0.46875,0.1755,1.1725,0.9931560071534671,0.9912641932541069,0.987927428127428,0.9671537190945367,0.0002965462558991324
94,0.36676192,0.19990474,1.1779048,0.46625,0.17375,1.1725,0.9934307066314471,0.9912982595531759,0.9878500097541942,0.9666025903990727,0.00025551335241327675
95,0.37214285,0.204,1.1780955,0.46449998,0.174,1.17225,0.9934474427578195,0.9913321351120197,0.9878791125541124,0.9668797990954537,0.00021921202840320076
96,0.3664762,0.19552381,1.1788572,0.46674997,0.17425,1.1725,0.993392780512627,0.9913159279693939,0.9879237240829345,0.9671841835258682,0.00018767810889299083
97,0.35247618,0.18557143,1.1726665,0.465,0.17324999,1.1725,0.9930061886251693,0.9912094068360207,0.9879695252525251,0.9675480083776937,0.00016094271405406858
98,0.38161904,0.21533334,1.1808096,0.46500003,0.17449999,1.17225,0.9933456777598131,0.9913242320854422,0.9879087236998808,0.9669154500211098,0.00013903222849333507
99,0.37614283,0.22014287,1.1816666,0.46574998,0.17449999,1.1725,0.9934869582693423,0.9913436792542216,0.9878938537549407,0.966082507975907,0.00012196827521475402
